,한 사람을 위한 마음,이오공감,발라드,25공감 (共感),https://cdnimg.melon.co.kr/cm/album/images/003/15/961/315961_500.jpg/melon/resize/282/quality/80/optimize,1992.06,1992,힘들게 보낸 나의 하루엔\n짧은 입맞춤을 해주던 사람\n언젠간 서로가 더 먼 곳을 보며\n결국엔 헤어질것을 알았지만\n너의 안부를 묻는 사람들\n나를 어렵게 만드는 얘기들\n왜 슬픈예감은 틀린적이 없나\n너를 잊겠다는 거짓말을 두고\n돌아오긴 했지만\n언제 오더라도 너만을\n기다리고 싶어\n다시 처음으로 모든걸\n되돌리고 싶어\n이제는 어디로 나는 어디로\n아직 너의 그 고백들은 선한데\n너를 닮아주었던 장미꽃도\n한사람을 위한 마음도\n모두 잊겠다는 거짓말을 두고\n돌아오긴 했지만\n너의 안부를 묻는 사람들\n나를 어렵게 만드는 얘기들\n왜 슬픈 예감은 틀린적이 없나\n너를 잊겠다는 거짓말을 두고\n돌아오긴 했지만\n언제 오더라도 너만을\n기다리고 싶어\n다시 처음으로 모든걸\n되돌리고 싶어\n이제는 어디로 나는 어디로\n아직 너의 그 고백들은 선한데\n너를 닮아주었던 장미꽃도\n한사람을 위한 마음도\n모두 잊겠다는 거짓말을 두고\n돌아오긴 했지만\n,차분차분,이별,보는 노래
,나의 노래,김광석,포크/블루스,나의 노래,https://cdnimg.melon.co.kr/cm/album/images/010/47/953/1047953_500.jpg/melon/resize/282/quality/80/optimize,1992.03,1992,아무 것도 가진 것 없는 이에게\n시와 노래는 애달픈 양식\n아무도 뵈지 않는 암흑속에서\n조그만 읊조림은 커다린 빛\n나의 노래는 나의 힘\n나의 노래는 나의 삶\n자그맣고 메마른 씨앗속에서\n내일의 결실을 바라보듯이\n자그만 아이의 읊음 속에서\n마음의 열매가 맺혔으면\n나의 노래는 나의 힘\n나의 노래는 나의 삶\n\n거미줄처럼 얽힌 세상속에서\n바람에 나부끼는 나무가지처럼\n흔들리고 넘어져도\n이세상속에는 마지막 한방울의 물이 있는 한\n나는 마시고 노래하리\n나는 마시고 노래하리\n수많은 진리와 양심의 금문자\n찬란한 그빛에는 멀지 않으리\n이웃과 벗들의 웃음속에는\n조그만 가락이 울려 나오면\n나는 부르리 나의 노래를\n나는 부르리 가난한 마음을\n그러나 그대 모두 귀기울일 때\n노래는 멀리 멀리 날아가리\n노래는 멀리 멀리 날아가리\n,들썩들썩,그외,보는 노래
,너를 처음만난 그때,박준하,발라드,박준하,https://cdnimg.melon.co.kr/cm/album/images/000/03/906/3906_500.jpg/melon/resize/282/quality/80/optimize,1992.02,1992,너를 처음만난 그때\n\n가르쳐 줄수는 없을까\n내가 정말 살아있다는 걸 느낀건\n너를 처음만난 그때\n가르쳐 줄수는 없을까\n내가 정말 나를 사랑하게 된것은\n너를 사랑했던 그때란걸\n달아나지마\n난 너의 전불 원하지는 않아\n그렇지만 아이처럼 조르고 싶어\n이젠 더이상 너에게로 가까이\n다가갈 수 없는걸 알아\n그냥 이렇게 바라만 볼꺼야\n슬프지 않아\n너는 항상 이렇게\n기다리고 있는걸 알아\n그냥 이대로 사랑을 할꺼야\n\n달아나지마\n난 너의 전불 원하지는 않아\n그렇지만 아이처럼 조르고 싶어\n이젠 더이상 너에게로 가까이\n다가갈수 없는걸 알아\n그냥 이렇게 바라만 볼꺼야\n슬프지 않아\n너는 항상 이렇게\n기다리고 있는걸 알아\n그냥 이대로 사랑을 할꺼야\n이젠 더이상 너에게로 가까이\n다가갈수 없는걸 알아\n그냥 이렇게 바라만 볼꺼야\n슬프지 않아\n너는 항상 이렇게\n기다리고 있는걸 알아\n그냥 이대로 사랑을 할꺼야\n,차분차분,사랑,듣는 노래
,가려진 시간 사이로,윤상,발라드,윤상2 - Part I,https://cdnimg.melon.co.kr/cm/album/images/003/56/372/356372_500.jpg/melon/resize/282/quality/80/optimize,1992.10,1992,노는 아이들 소리\n저녁 무렵의 교정은\n아쉽게 남겨진 햇살에 물들고\n메아리로 멀리 퍼져 가는\n꼬마들의 숨바꼭질 놀이에\n내 어린 그 시절 커다란\n두 눈의 그 소녀 떠올라\n넌 지금 어디 있니\n내 생각 가끔 나는지\n처음으로 느꼈었던\n수줍던 설레임\n지금까지 나 헤매는 까닭엔\n네가 있기는 하지만\n우린 모두 숨겨졌지\n가려진 시간 사이로\n메아리로 멀리 퍼져 가는\n꼬마들의 숨바꼭질 놀이에\n내 어린 그 시절 커다란\n두 눈의 그 소녀 떠올라\n넌 지금 어디 있니\n내 생각 가끔 나는지\n처음으로 느꼈었던\n수줍던 설레임\n지금까지 나 헤매는 까닭엔\n네가 있기는 하지만\n우린 모두 숨겨졌지\n가려진 시간 사이로\n,차분차분,이별,듣는 노래
,너에게 들려주고 싶은 이야기,015B,발라드,Second Episode,https://cdnimg.melon.co.kr/cm/album/images/000/03/482/3482_500.jpg/melon/resize/282/quality/80/optimize,1991.07,1992,너에게 들려 주고 싶은 이야기\n너는 언제나 마음을 열지 못하고\n그에게 다가서지만\n그럴 필요있겠니 내가 보기엔\n넌 그를 사랑하고 있는걸\n너는 이게 사랑일까 의심하지만\n사랑이란건 네가 생각하듯이\n그렇게 어렵고 대단한게 아냐\n동화속의 왕자님은\n현실엔 없는거야\n오늘도 그는 웃으며\n너를 사랑한다고 말을 했겠지\n넌 그에게 친구로서 좋아하지만\n그게 사랑인지는\n모르겠다 했겠지\n하지만 잘 생각해봐\n너는 사랑을 받기만을 즐기며\n주는 것을 자존심 상해하는\n이기적인 생각을 가졌을 뿐이야\n소중한건 언제나\n소중한건 언제나\n네곁에 있는거야\n네곁에 있는거야\n이제는 마음을 열어봐\n이제는 그의 품에\n이제는 그의 품에\n안겨서 쉬는 거야\n안겨서 쉬는 거야\n제발 고민하지마\n더 좋은 남잘 만날 수\n있을 것 같아서\n그렇게 망설이니\n그러면 그는 이 세상에서\n너보다 더 좋은 여자가\n없을 것 같아 너를 사랑하겠니\n시간이 흐르면\n더 편한 안식처를\n찾을 수 있을 것 같겠 지만\n결국은 그렇지 못하고\n과거에 너를 지켜주던\n그늘이 그리워질걸\n너는 하루종일\n그의 생각을 하다가도\n전화가 오면\n하루 종일 너무 바빠\n그의 생각을 할 틈이 없었다\n얘기하겠지\n그가 만나자 하면\n너는 아주 약속이 많은\n바쁜 사람인양 얘기를 하지\n기껏해야 카페에서 친구들이랑\n수다 떠는 일이 다일텐데\n이제는 네가 그를\n그렇게도 너를 사랑하는 사람을\n감싸줘야만해\n가슴을 아프게 해야만 너의\n부질없는 자존심이 세워지니\n사랑에는 자존심이 없는거야\n그를 위해 네 마음의\n그를 위해 네 마음의\n한구석을 단장해봐\n한구석을 단장해봐\n현재의 그에게 충실해봐\n,차분차분,사랑,듣는 노래
,질투,유승범,록/메탈,질투 OST,https://cdnimg.melon.co.kr/cm/album/images/000/09/620/9620_500.jpg/melon/resize/282/quality/80/optimize,1992.06,1992,넌 대체 누굴 보고 있는 거야\n내가 지금 여기 눈 앞에 서 있는데\n날 너무 기다리게 만들지마\n웃고 있을거라 생각하지마\n많은 것을 바라지 않아\n그저 사랑의 눈빛이 필요할 뿐야\n나의 마음 전하려 해도\n너의 눈동자는 다른 말을 하고 있잖아\n서로를 잘 안다고 느꼈었지\n그래서 사랑이라 생각했어\n너무 멀지 않은 곳에 있어줘\n언젠가 너는 내게 말할거야\n사랑한다고\n\n넌 누굴 위해 웃고 있는 거야\n내가 지금 여기 눈앞에 서 있는데\n날 너무 기다리게 만들지마\n항상 곁에 있다 생각하지마\n많은 것을 바라지 않아\n그저 사랑의 눈빛이 필요할 뿐야\n나의 마음 전하려 해도\n너의 눈동자는 다른 말을 하고 있잖아\n서로를 잘 안다고 느꼈었지\n그래서 사랑이라 생각했어\n너무 멀지 않은 곳에 있어줘\n언젠가 너는 내게 말할거야\n사랑한다고\n,들썩들썩,사랑,보는 노래
,내사랑 내곁에,김현식,발라드,김현식 6집,https://cdnimg.melon.co.kr/cm/album/images/000/03/731/3731_500.jpg/melon/resize/282/quality/80/optimize,1991.01,1992,나의 모든 사랑이 떠나가는 날이\n당신의 그 웃음 뒤에서\n함께하는데\n철이 없는 욕심에 그 많은 미련에\n당신이 있는 건 아닌지\n아니겠지요\n시간은 멀어 집으로 향해가는데\n약속했던 그대만은\n올 줄을 모르고\n애써 웃음지으며 돌아오는 길은\n왜 그리도 낯설고 멀기만 한지\n저 여린 가지 사이로\n혼자인 날 느낄때\n이렇게 아픈 그대 기억이 날까\n내 사랑 그대 내 곁에 있어줘\n이 세상 하나뿐인 오직 그대만이\n힘겨운 날에 너마저 떠나면\n비틀거릴 내가 안길 곳은 어디에\n저 여린 가지 사이로\n혼자인 날 느낄때\n이렇게 아픈 그대 기억이 날까\n내 사랑 그대 내 곁에 있어줘\n이 세상 하나뿐인 오직 그대만이\n힘겨운 날에 너마저 떠나면\n비틀거릴 내가 안길 곳은 어디에\n비틀거릴 내가 안길 곳은 어디에\n비틀거릴 내가 안길 곳은 어디에\n,차분차분,사랑,보는 노래
,이 밤이 지나면,임재범,발라드,On The Turning Away,https://cdnimg.melon.co.kr/cm/album/images/000/04/664/4664_500.jpg/melon/resize/282/quality/80/optimize,1991.01,1992,불빛만이 가득한 이밤 그대와 단둘이 앉아서\n그대모습을 바라보고만 있네\n사랑스런 그대 눈가에 슬픈 한줄기 눈물이 흘러\n나의 마음을 아프게만 하는데\n이밤이 지나면 우린 또다시 헤어져야 하는데\n아무런 말없이 이대로 그댈 떠나 보내야만하나\n\n불빛만이 가득한 이밤 슬픈 이별은 다가오지만\n지난 추억에 아름다웠던 그대 모습 사랑해\n이별이란 말은 하지마 그대 사랑을 느끼고 싶어\n나는 아직도 하고픈 말 많은데...\n이밤이 지나면 우린 또다시 헤어져야 하는데\n아무런 말없이 이대로 그댈 떠나 보내야만하나\n\n이밤이 지나면 우린 또다시 헤어져야 하는데\n아무런 말없이 이대로 그댈 떠나 보내야만하나\n이밤이 지나면 우린 또다시 헤어져야 하는데\n아무런 말없이 이대로 그댈 떠나 보내야만하나\n이밤이 지나면 우린 또다시 헤어져야 하는데\n아무런 말없이 이대로 그댈 떠나 보내야만하나\n,들썩들썩,이별,듣는 노래
,너를 향한 마음,이승환,발라드,Always,https://cdnimg.melon.co.kr/cm/album/images/000/04/519/4519_500.jpg/melon/resize/282/quality/80/optimize,1991.07,1992,너를 향한 마음은 언제나 변함없어\n이제는 모든 것이 달라졌다 하여도\n언젠가는 한번쯤 너를 기억할거야\n초라한 모습만 남게 되겠지\n한번쯤 우연히 만날 것도 같은데\n닮은 사람 하나 보지 못했어\n영화속에서나 일어나는 일일까\n저 골목을 돌면 만나지려나\n언제라도 내게 돌아오기를\n바보처럼 기다리는\n어리석은 나의 모습을\n그댄 짐작조차 할 순 없겠지\n하지만 그댄 언젠가\n이런 나의 마음 알지도 몰라\n한번쯤 우연히 만날 것도 같은데\n닮은 사람 하나 보지 못했어\n영화속에서나 일어나는 일일까\n저 골목을 돌면 만나지려나\n언제라도 내게 돌아오기를\n바보처럼 기다리는\n어리석은 나의 모습을\n그댄 짐작조차 할 순 없겠지\n하지만 그댄 언젠가\n이런 나의 마음 알지도 몰라\n닿을 수 없었던 나의 마음을\n더는 내 것 일수 없는\n너를 향한 나의 마음을\n그댄 짐작조차 할 순 없겠지\n하지만 그댄 언젠가\n이런 나의 마음 알지도 몰라\n,차분차분,사랑,듣는 노래
,흐린 기억속의 그대,현진영,댄스,S.M. Best Album,https://cdnimg.melon.co.kr/cm/album/images/000/09/899/9899_500.jpg/melon/resize/282/quality/80/optimize,1993.11,1992,안개빛 조명은 흐트러진 내몸을 감싸고\n술에 취해 비틀거리는 우예~\n나의 모습 이제는 싫어 슬뜰르를 예\n\n뽀얀 담배 연기 화려한 차림속에 거울로 비쳐오는\n초라한 나의 모습 변화된 생활속에\n나만의 너는 너는 너는 잊혀져 가고\n여인들의 열기 속에 흔들리는 촛불마져\n나를 처량하게 만드는 것만 같아 견딜수 없어\n싸늘한 밤 거리를 걷다가 무거워진 내 발걸음\n흐린 기억 속에 그대 그대 그대 모습을 사랑하고 싶지만\n돌아서 버린 너였기에 멀어져버린 너였기에\n소중한 기억속으로 접어들고 싶어\n흘러가는 시간 속에 속에\n나만의 모습 찾을 수가 없어없어\n흐트러진 나의 마음 무질서한 공간에서\n슬픔에 찬 나의 마음 이젠 이젠 이젠 이젠 잊고 싶어\n내곁에 있어줄수 없나 왜 내마음 모두 남겨 버린채\n내 곁에서 멀리 떠나가버린\n흐린 기억속에 그대 모습 떠올리고 있네\n하 하루 지나고 지나도 왜 너를 잊을 수가 없는가\n내곁에서 멀리 떠나가버린\n흐린 기억속의 그대 모습 떠올리고 있네\n\n싸늘한 밤 거리를 걷다가 무거워진 내 발걸음\n흐린 기억 속에 그대 그대 그대 모습을 사랑하고 싶지만\n돌아서 버린 너였기에 멀어져버린 너였기에\n소중한 기억속으로 접어들고 싶어\n흘러가는 시간 속에 속에\n나의 모습 찾을 수가 없어없어\n흐트러진 나의 마음 무질서한 공간에서\n슬픔에 찬 나의 마음 이젠 이젠 이젠 이젠 잊고 싶어\n,들썩들썩,이별,보는 노래
