,10년전의 일기를 꺼내어,봄여름가을겨울,록/메탈,농담| 거짓말 그리고 진실,https://cdnimg.melon.co.kr/cm/album/images/000/04/029/4029_500.jpg/melon/resize/282/quality/80/optimize,1992.01,1992,내겐 더 많은 날이 있어\n무슨 걱정 있을까\n어제 힘들었던 순간들은\n모두 지나간 것 일뿐\n내겐 더 많은 날이 있어\n무슨 걱정 있을까\n하루 하루 사는 것은\n모두 기쁨일 뿐이야\n\n오늘은 낡은 책상 서랍에서\n십년이나 지난\n일기를 꺼내어 들었지\n왜 그토록 많은\n고민의 낱말들이\n그 속을 가득 메우고 있는지\n그 오랜 기록들이\n어두운 거미줄에\n쌓여 있는 동안\n물론 힘겨운 날들도 많았지만\n가끔은 깜짝 놀랄 만큼\n재미있는 일도 있었다고\n생각을 해봐\n그래 지금은 모두\n힘겹다고 하겠지\n하지만 하지만\n다가올 날들을\n상상 해보면 어떨까\n세상은 그렇게\n어두운 것만은 아니잖아\n내겐 더 많은 날이 있어\n무슨 걱정 있을까\n하루 하루 사는 것은\n모두 기쁨일 뿐이야\n\n후욱하고 날려 버린 먼지들이\n십년이나 지난 일기 위에는\n수북이 쌓여 있었지\n왜 그토록 많은\n외로움의 낱말들이\n그 위에 덮여 있는지\n그래 지금 힙겹다고\n생각하는 날들도\n언젠가 다가올 날에는\n다시 돌아 오고픈 시간일거야\n세상은 그렇게\n어두운 것만은 아니잖아\n내겐 더 많은 날이 있어\n무슨 걱정 있을까\n어제 힘들었던 순간들은\n모두 지나간 것일뿐\n내겐 더 많은 날이 있어\n무슨 걱정 있을까\n하루 하루 사는 것은\n모두 기쁨일 뿐이야\n내겐 더 많은 날이 있어\n무슨 걱정 있을까\n어제 힘들었던 순간들은\n모두 지나간 것일뿐,차분차분,그 외,듣는 노래
,도시인,넥스트,록/메탈,Home,https://cdnimg.melon.co.kr/cm/album/images/000/05/331/5331_500.jpg/melon/resize/282/quality/80/optimize,1992.06,1992,아침엔 우유 한잔 점심엔 FAST FOOD\n쫓기는 사람처럼 시계바늘 보면서\n거리를 가득메운 자동차 경적소리\n어깨를 늘어뜨린 학생들\nTHIS IS THE CITY LIFE!\n모두가 똑같은 얼굴을 하고\n손을 내밀어 악수하지만\n가슴속에는 모두 다른 마음\n각자 걸어가고 있는거야\n아무런 말없이 어디로 가는가\n함께 있지만 외로운 사람들\n\n어젯밤 술이 덜 깬 흐릿한 두 눈으로\n자판기 커피 한 잔 구겨진 셔츠 샐러리맨\n기계 부속품처럼 큰 빌딩속에 앉아\n점점 빨리가는 세월들\nTHIS IS THE CITY LIFE!\n모두가 똑같은 얼굴을 하고\n손을 내밀어 악수하지만\n가슴속에는 모두 다른 마음\n각자 걸어가고 있는거야\n아무런 말없이 어디로 가는가\n함께 있지만 외로운 사람들\n\nTHIS IS THE CITY LIFE!\n한 손엔 휴대전화 허리엔 삐삐차고\n집이란 잠자는 곳 직장이란 전쟁터\n회색빛의 빌딩들 회색빛의 하늘과\n회색 얼굴의 사람들\nTHIS IS THE CITY LIFE!\n아무런 말없이 어디로 가는가\n함께 있지만 외로운 사람들\n아무 말없이 어디로 가는가\n함께 있지만 외로운 사람들,들썩들썩,그 외,듣는 노래
,아주 오래된 연인들,015B,발라드,The Third Wave,https://cdnimg.melon.co.kr/cm/album/images/000/03/475/3475_500.jpg/melon/resize/282/quality/80/optimize,1992.08,1992,저녁이 되면 의무감으로 전화를 하고\n관심도 없는 서로의 일과를 묻곤 하지\n가끔씩은 사랑한단 말로\n서로에게 위로하겠지만\n그런것도 예전에 가졌던 두근거림은 아니야\n처음에 만난 그 느낌 그 설레임을 찾는 다면\n우리가 느낀 싫증은 이젠 없는 거야\n주말이 되면 습관적으로 약속을 하고\n 서로를 위해 봉사한다고 생각을 하지\n 가끔씩은 서로의 눈 피해\n다른 사람 만나기도 하고\n자연스레 이별할 기회를 찾으려 할때도 있지\n처음에 만난 그 느낌 그 설레임을 찾는 다면\n우리가 느낀 싫증은 이젠 없는 거야\n처음에 만난 그 느낌 그 설레임을 찾는 다면\n우리가 느낀 싫증은 이젠 없는 거야\n스탑더 빅\n,들썩들썩,사랑,듣는 노래
